Number,Biome,GEZ_TERM,Region,Site,Species/forest type,Latitude,Longitude,"Mean annual temperature, °C","Mean annual precipitation, mm","Above-ground biomass carbon density (BCDa), Mg C ha-1","Living biomass carbon density (BCDl), Mg C ha-1","Total biomass carbon density (BCDt), Mg C ha-1",Stand age,BCDa/BCDl,BCDa/BCDt,Reference 1,Method used to determine tree age,Reference 2,Reference 3,Reference 4,
646,Boreal,Boreal coniferous forest,Europe,Jädraas I + F,,60.82 ,16.50 ,5.3 ,664 ,31.5 ,34.27 ,,125 ,0.92 ,,"Luyssaert et al., 2007",Tree rings,"Linder & Agren, 1998",,,
647,Boreal,Boreal coniferous forest,Europe,Karelia_13,,62.00 ,34.00 ,2.2 ,650 ,67.8 ,83.37 ,,82 ,0.81 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
648,Boreal,Boreal coniferous forest,Europe,Karelia_14,,62.00 ,34.00 ,2.2 ,650 ,87.1 ,106.36 ,,98 ,0.82 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
649,Boreal,Boreal coniferous forest,Europe,Karelia_15,,62.00 ,34.00 ,2.2 ,650 ,90.4 ,111.53 ,,109 ,0.81 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
650,Boreal,Boreal coniferous forest,Europe,Karelia_16,,62.00 ,34.00 ,2.2 ,650 ,98.1 ,119.71 ,,126 ,0.82 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
651,Boreal,Boreal coniferous forest,Europe,Karelia_17,,62.00 ,34.00 ,2.2 ,650 ,94.2 ,116.57 ,,138 ,0.81 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
652,Temperate,Temperate,North America,Kohala,,20.05 ,-155.90 ,16.0 ,2500 ,72.5 ,,,100 ,,,"Luyssaert et al., 2007",No,"Clark et al., 2001",,,
653,Boreal,Boreal coniferous forest,Europe,Koinas,,64.67 ,47.50 ,-1.2 ,499 ,62.4 ,81.56 ,,125 ,0.77 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
654,Tropical,Tropical rainforest,North America,Kokee,,22.05 ,-159.50 ,16.0 ,2500 ,103.0 ,,,100 ,,,"Luyssaert et al., 2007",No,"Clark et al., 2001",,,
655,Boreal,Boreal coniferous forest,Europe,Kuusamo,,66.37 ,29.33 ,0.0 ,500 ,48.9 ,66.59 ,,260 ,0.73 ,,"Luyssaert et al., 2007",Tree rings,"Havas, 1999",,,
656,Temperate,Temperate oceanic forest,Europe,Langarod,,55.75 ,13.92 ,6.0 ,900 ,106.2 ,123.42 ,,100 ,0.86 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
657,Temperate,Temperate oceanic forest,Europe,Lei-135+15,,51.33 ,10.36 ,6.5 ,775 ,133.4 ,155.17 ,,153 ,0.86 ,,"Luyssaert et al., 2007",Tree rings,Fluxnet,,,
658,Temperate,Temperate oceanic forest,Europe,Lei-T-111,,51.33 ,10.36 ,7.6 ,758 ,200.8 ,235.12 ,,111 ,0.85 ,,"Luyssaert et al., 2007",Tree rings,Fluxnet,,,
659,Temperate,Temperate continental forest,North America ,Noe woods,,43.03 ,-89.40 ,6.9 ,777 ,125.0 ,156.03 ,,130 ,0.80 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
660,Temperate,Temperate continental forest,Europe,Norunda,,60.09 ,17.48 ,6.2 ,560 ,112.7 ,141.52 ,,103 ,0.80 ,,"Luyssaert et al., 2007",Tree rings,CD Carbodata,"Lundin et al., 1999",,
661,Temperate,Temperate oceanic forest,Europe,Oved,,55.70 ,13.63 ,7.0 ,650 ,148.1 ,168.45 ,,100 ,0.88 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
662,Tropical,Tropical rainforest,South America,Paragominas,,-2.98 ,-47.52 ,24.1 ,1750 ,62.5 ,,,100 ,,,"Luyssaert et al., 2007",No,CarboEurope-IP 2006,,,
663,Tropical,Tropical rainforest,Asia,Pasoh,,2.98 ,102.30 ,25.6 ,1889 ,195.3 ,,,100 ,,,"Luyssaert et al., 2007",No,"Ito & Oikawa, 2002",,,
664,Boreal,Boreal coniferous forest,North America,Prince Albert SSA (SOBS),,53.92 ,-104.68 ,1.1 ,359 ,47.8 ,62.78 ,,107 ,0.76 ,,"Luyssaert et al., 2007",Tree rings,Ameriflux,"USDA, 2011","Malhi et al., 1999","Kimball et al., 1997"
665,Tropical,Tropical rainforest,North America,Puu Kolekole,,21.15 ,-156.80 ,21.4 ,2500 ,68.5 ,,,100 ,,,"Luyssaert et al., 2007",No,"Clark et al., 2001",,,
666,Tropical,Tropical rainforest,South America,San Carlos,,1.93 ,-67.05 ,26.0 ,3403 ,129.4 ,155.20 ,,165 ,0.83 ,,"Luyssaert et al., 2007",No,"Jordan et al., 1999",,,
667,Temperate,Temperate mountain system,Europe,Schacht,,50.06 ,11.83 ,5.5 ,890 ,130.8 ,158.00 ,,120 ,0.83 ,,"Luyssaert et al., 2007",Tree rings,"Schulze et al., 1999","Wirth et al., 1999",,
668,Temperate,Temperate mountain system,Asia,Shigayama,,36.67 ,138.50 ,4.2 ,1455 ,90.5 ,120.61 ,,290 ,0.75 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
669,Temperate,Temperate oceanic forest,Europe,Solling,,51.82 ,9.58 ,6.3 ,1054 ,129.3 ,146.69 ,,116 ,0.88 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
670,Temperate,Temperate continental forest,North America,Sylvania,,46.24 ,-89.34 ,3.9 ,771 ,127.0 ,133.99 ,,350 ,0.95 ,,"Luyssaert et al., 2007",Tree rings,"Desai et al., 2005",,,
671,Temperate,Temperate oceanic forest,Europe,Tharandt,,50.96 ,13.57 ,8.3 ,807 ,126.3 ,168.13 ,,107 ,0.75 ,,"Luyssaert et al., 2007",Tree rings,CD Carbodata,"Frelich & Graumlich, 1994",,
672,Temperate,Temperate oceanic forest,Europe,Tharandt 97,,50.93 ,13.46 ,7.5 ,820 ,110.7 ,147.99 ,,97 ,0.75 ,,"Luyssaert et al., 2007",Tree rings,Fluxnet,,,
673,Boreal,Boreal coniferous forest,North America,Thompson NSA (NOBS),,55.90 ,-98.47 ,-0.2 ,352 ,57.2 ,77.93 ,,152 ,0.73 ,,"Luyssaert et al., 2007",Tree rings,Ameriflux,"USDA, 2011",,
674,Boreal,Boreal coniferous forest,North America,"Thompson, Manitoba, Canada",Picea marina,55.80 ,-97.87 ,0.1 ,536 ,31.0 ,53 ,,,0.58 ,,"Luyssaert et al., 2007",Tree rings,Ameriflux,"USDA, 2011",,
675,Boreal,Boreal coniferous forest,North America,"Thompson, Manitoba, Canada",Picea marina,55.80 ,-97.87 ,0.1 ,536 ,72.0 ,116 ,,,0.62 ,,"Luyssaert et al., 2007",Tree rings,Ameriflux,"USDA, 2011",,
676,Boreal,Boreal coniferous forest,Asia,Tomsk 4,,58.00 ,83.00 ,1.2 ,520 ,163.4 ,189.82 ,,122 ,0.86 ,,"Luyssaert et al., 2007",Tree rings,"Gower et al., 2012",,,
677,Boreal,Boreal coniferous forest,Asia,Tomsk 7,,58.00 ,83.00 ,1.2 ,520 ,79.2 ,98.40 ,,80 ,0.81 ,,"Luyssaert et al., 2007",Tree rings,"Gower et al., 2012",,,
678,Tropical,Tropical rainforest,Oceania,"Tutuila Island, Samoa",,-14.30 ,-170.68 ,26.9 ,3207 ,122.0 ,160,,,0.76 ,,"Luyssaert et al., 2007",,,,,
679,Temperate,Temperate oceanic forest,Europe,Virelles,,50.07 ,4.35 ,8.5 ,952 ,56.9 ,73.32 ,,80 ,0.78 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
680,Temperate,Temperate oceanic forest,Europe,Waldstein,,50.20 ,11.88 ,5.5 ,890 ,115.1 ,152.00 ,,142 ,0.76 ,,"Luyssaert et al., 2007",Tree rings,"Schulze et al., 1999","Wirth et al., 1999",,
681,Temperate,Temperate mountain system,Europe,Wet-114,,50.45 ,11.45 ,5.5 ,950 ,137.3 ,172.96 ,,116 ,0.79 ,,"Luyssaert et al., 2007",Tree rings,Fluxnet,"Rebmann et al., 2010",,
682,Boreal,Boreal coniferous forest,Asia,Yenisey/Zotino,,60.72 ,89.13 ,-4.9 ,542 ,76.5 ,91.36 ,,208 ,0.84 ,,"Luyssaert et al., 2007",Tree rings,"Wirth et al., 2002",,,
683,Subtropical,Subtropical humid forest,Asia,Yusuhara kubotaniyama,,33.33 ,133.00 ,13.6 ,2748 ,266.5 ,344.27 ,,443 ,0.77 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
684,Subtropical,Subtropical humid forest,Asia,Yusuhara takatoriyama,,33.33 ,133.00 ,13.6 ,2748 ,235.7 ,304.17 ,,145 ,0.77 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
685,Temperate,Temperate oceanic forest,Europe,Linnebjer,,55.73 ,13.30 ,7.0 ,644 ,94.5 ,112.80 ,,190 ,0.84 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
686,Temperate,Temperate oceanic forest,Europe,Loobos,,52.17 ,5.74 ,10.1 ,903 ,42.6 ,49.49 ,,88 ,0.86 ,,"Luyssaert et al., 2007",Historical record,CD Carbodata,Climate X Change,,
687,Temperate,Temperate mountain system,North America,Lookout Mountains 5,,45.83 ,-122.09 ,8.2 ,2930 ,343.5 ,,,111 ,,,"Luyssaert et al., 2007",Tree rings,"Sun et al., 2004",,,
688,Temperate,Temperate mountain system,North America,Lookout Mountains 6,,45.85 ,-122.11 ,8.2 ,2930 ,444.5 ,,,85 ,,,"Luyssaert et al., 2007",Tree rings,"Sun et al., 2004",,,
689,Tropical,Tropical moist deciduous forest,Africa,Lumbubashi,,-11.48 ,27.60 ,20.3 ,1273 ,79.7 ,91.66 ,,120 ,0.87 ,,"Luyssaert et al., 2007",No,"Olson et al., 2001",,,
690,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada, BOREAS NSA",Pinus banksiana,55.99 ,-98.99 ,-4.6 ,536 ,29.0 ,50,,,0.58 ,,"Luyssaert et al., 2007",,,,,
691,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada, BOREAS NSA",Populus tremuloides,55.99 ,-98.99 ,-4.6 ,536 ,57.0 ,92,,,0.62 ,,"Luyssaert et al., 2007",,,,,
692,Boreal,Boreal coniferous forest,North America,"Manitoba, Canada, BOREAS NSA",Picea marina,55.99 ,-98.99 ,-4.6 ,536 ,57.0 ,74,,,0.77 ,,"Luyssaert et al., 2007",,,,,
693,Temperate,Temperate oceanic forest,Europe,Meathop,,54.21 ,-2.89 ,7.8 ,1115 ,60.4 ,95.71 ,,80 ,0.63 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
694,Temperate,Temperate mountain system,North America ,Metolius,,44.42 ,-121.67 ,8.1 ,482 ,108.9 ,147.17 ,,148 ,0.74 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
695,Temperate,Temperate mountain system,North America ,Metolius 10,,44.50 ,-121.62 ,8.4 ,630 ,122.3 ,162.17 ,,190 ,0.75 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
696,Temperate,Temperate mountain system,North America ,Metolius 11,,44.42 ,-121.61 ,8.4 ,630 ,157.0 ,205.33 ,,316 ,0.76 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
697,Temperate,Temperate mountain system,North America ,Metolius 6,,44.45 ,-121.56 ,8.4 ,630 ,69.0 ,92.08 ,,88 ,0.75 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
698,Temperate,Temperate mountain system,North America ,Metolius 7,,44.43 ,-121.67 ,8.4 ,630 ,108.0 ,142.88 ,,106 ,0.76 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
699,Temperate,Temperate mountain system,North America ,Metolius 8,,44.45 ,-121.67 ,8.4 ,630 ,54.5 ,70.49 ,,93 ,0.77 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
700,Temperate,Temperate mountain system,North America ,Metolius 9,,44.46 ,-121.66 ,8.4 ,630 ,142.3 ,188.91 ,,96 ,0.75 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
701,Temperate,Temperate continental forest,North America,"Minnesota, USA",Picea marina,47.50 ,-93.50 ,4.1 ,690 ,34.0 ,,,,,,"Luyssaert et al., 2007",,,,,
702,Temperate,Temperate mountain system,North America ,Mount Jefferson 4,,44.69 ,-121.87 ,5.8 ,1350 ,309.5 ,,,262 ,,,"Luyssaert et al., 2007",Tree rings,"Sun et al., 2004",,,
703,Temperate,Temperate mountain system,North America ,Mount Jefferson 5,,44.70 ,-121.87 ,5.8 ,1350 ,275.6 ,,,304 ,,,"Luyssaert et al., 2007",Tree rings,"Sun et al., 2004",,,
704,Temperate,Temperate steppe,Europe,"Musella, Central Alps, Lombardy, Italy",Larix decidua Mill.,45.43 ,28.55 ,10.6 ,975 ,30.2 ,,,,,,"Garbarino et al., 2009",,,,,
705,Temperate,Temperate steppe,Europe,"Musella, Central Alps, Lombardy, Italy",Larix decidua Mill.,45.45 ,28.69 ,10.6 ,975 ,46.5 ,,,,,,"Garbarino et al., 2009",,,,,
706,Boreal,Boreal coniferous forest,Asia,"Mangui, Genhe, Neimenggu, China",Larix gmellinii,51.07 ,121.27 ,-6.6 ,504 ,44.3 ,61.3 ,,114 ,0.72 ,,Our work_T15,Tree rings,,,,
707,Temperate,Temperate continental forest,Asia,"Fusong, Jilin, China","Pinus koraiensis, Tilia amurensis",42.47 ,127.63 ,1.7 ,817 ,131.0 ,149.0 ,,250 ,0.88 ,,Our work_T55,Tree rings,,,,
708,Boreal,Boreal coniferous forest,Asia,"Mohe, Jia'ergeda, Heilongjiang, China","Larix gmellinii, Betula platyphlla",52.47 ,122.53 ,-4.8 ,468 ,28.1 ,38.8 ,,125 ,0.72 ,,Our work_T7,Tree rings,,,,
709,Tropical,Tropical shrubland,Asia,"Kolli hill,Tamil Nadu, india",,11.2,78.3,28.2 ,1440 ,130.6 ,154 ,,,0.85 ,,"Ramachandran et al., 2007",,,,,
710,Subtropical,Subtropical dry forest,Austrilia,"Gordon, Perth, West Australia",Eucalyptus marginata,-32.61393,116.177673,24.5 ,1100 ,,179 ,,,,,"Silberstein et al., 2001",,,,,
711,Tropical,Tropical moist deciduous forest,Asia,"Banchuri-Sara, Kotdwar, Duggada",Shorea robusta,29.78,78.63,20.4 ,950 ,71.8 ,83 ,,,0.86 ,,"Sharma et al., 2010",,,,,
712,Subtropical,Subtropical mountain system,Asia,Between Srinagarand Rudraprayag,Anogeissus latifolia Wall. - Spondias pinnata (L f.) Kurz (Bakli - Ambara),30.28,79.98,3.2 ,946 ,69.4 ,80 ,,,0.86 ,,"Sharma et al., 2010",,,,,
713,Subtropical,Subtropical mountain system,Asia,"Binsar, Tarkeshwar",Cedrus deodara Loud. (Deodar),29.8,78.8,17.9 ,1300 ,217.2 ,245 ,,,0.89 ,,"Sharma et al., 2010",,,,,
714,Subtropical,Subtropical mountain system,Asia,"Buvakhal, Khirshu",Quercus leucotrichophora A. Camus (Banj Oak),30.15,78.8,17.9 ,1450 ,79.7 ,92 ,,,0.87 ,,"Sharma et al., 2010",,,,,
715,Subtropical,Subtropical mountain system,Asia,"Chaurinkhal, Dudhatoli",Quercus semecarpifolia Sm. (Kharsu Oak),30.1,78.96,17.9 ,2350 ,112.1 ,128 ,,,0.87 ,,"Sharma et al., 2010",,,,,
716,Subtropical,Subtropical mountain system,Asia,Dudhatoli,Quercus floribunda Lindle (Mora Oak),30.13,79.6,16.3 ,1475 ,117.6 ,135 ,,,0.87 ,,"Sharma et al., 2010",,,,,
717,Subtropical,Subtropical mountain system,Asia,Dudhatoli,Abies pindrow Spach. (Fir),30.13,79.6,16.3 ,1825 ,152.7 ,174 ,,,0.88 ,,"Sharma et al., 2010",,,,,
718,Tropical,Tropical moist deciduous forest,Asia,"Dudhatoli, Chaurinkhal, Devadanda",,30.25,78.78,17.9 ,1870 ,57.2 ,67 ,,,0.86 ,,"Sharma et al., 2010",,,,,
719,Subtropical,Subtropical mountain system,Asia,"Fatehpur, Dabrad, Deogaddi",Pinus roxburghii Sarg. (Chir-Pine),29.8,78.65,20.4 ,1757 ,63.1 ,73 ,,,0.86 ,,"Sharma et al., 2010",,,,,
720,Tropical,Tropical moist deciduous forest,Asia,"Gumkhal, Duggada",Shorea robusta Gaertn. F. (Sal),29.78,78.63,20.4 ,1300 ,64.3 ,75 ,,,0.86 ,,"Sharma et al., 2010",,,,,
721,Subtropical,Subtropical mountain system,Asia,Jhandidhar,Cupressus torulosa Don. (Cypress),30.1,78.96,17.9 ,1125 ,135.8 ,155 ,,,0.88 ,,"Sharma et al., 2010",,,,,
722,Tropical,Tropical shrubland,Asia,Kalagarh ,,28.49,78.76,24.9 ,2080 ,103.8 ,119 ,,,0.87 ,,"Sharma et al., 2010",,,,,
723,Tropical,Tropical moist deciduous forest,Asia,"Kalalghati, Neelkanth",Holoptelea integrifolia Planch (Kanju),30.08,78.3,20.4 ,1549 ,95.8 ,110 ,,,0.87 ,,"Sharma et al., 2010",,,,,
724,Tropical,Tropical moist deciduous forest,Asia,"Laldhang, Bhabhar",Shorea robusta F. (Sal),29.78,78.63,20.4 ,2030 ,139.8 ,159 ,,,0.88 ,,"Sharma et al., 2010",,,,,
725,Subtropical,Subtropical mountain system,Asia,"Laldhang, Sikaddi",,30.28,79.98,20.4 ,1760 ,84.4 ,97 ,,,0.87 ,,"Sharma et al., 2010",,,,,
726,Tropical,Tropical moist deciduous forest,Asia,"Nayar, Khoh, Henwal, Ramganga",Shorea robusta Gaertn. F. (Sal),29.576,79.104,22.9 ,2160 ,93.2 ,107 ,,,0.87 ,,"Sharma et al., 2010",,,,,
727,Tropical,Tropical moist deciduous forest,Asia,Pauri,Quercus spp. (Oak) Scrub,30.25,78.78,17.9 ,1400 ,57.6 ,67 ,,,0.86 ,,"Sharma et al., 2010",,,,,
728,Subtropical,Subtropical mountain system,Asia,"Rishikesh, Satpuli",Acacia catechu (L f.) Willd -Dalbergia sissoo Roxb. (Khair - Sissu),29.82,78.8,17.9 ,1100 ,50.7 ,59 ,,,0.86 ,,"Sharma et al., 2010",,,,,
729,Tropical,Tropical moist deciduous forest,Asia,Tarai and Bhabhar,,29.3,79.56,20.1 ,2135 ,76.4 ,88 ,,,0.86 ,,"Sharma et al., 2010",,,,,
730,Subtropical,Subtropical mountain system,Asia,Thalisain,Pinus roxburghii Sarg. (Chir Pine),30.05,79.05,17.9 ,1320 ,119.9 ,137 ,,,0.87 ,,"Sharma et al., 2010",,,,,
731,Subtropical,Subtropical mountain system,Asia,"Ailao, Yunnan, China","Lithocarpus chintungensis, Rhododendron leptothrium, Vaccinium ducluoxii, Lithocarpus xylocarpus, Castanopsis wattii, Schima noronhae, Hartia sinensis, Manglietia insignsis",24.5333,101.0017,11.3 ,1840 ,,244.5 ,,300,,,"Tan et al., 2011",Tree rings,,,,
732,Subtropical,Subtropical mountain system,Asia,"Sichuan, China","Picea, Abies",32,103,9.6 ,650 ,149.7 ,,,,,,"Zhang et al., 2008",,,,,
733,Boreal,Boreal coniferous forest,Asia,Cheng and Li (1989),Larix ,52.2,120.8,-6.0 ,400 ,,70.185,,171,,,"Zhou et al., 2002",Tree rings,,,,
734,Boreal,Boreal coniferous forest,Asia,Feng and Yang (1985),Larix,50.8,121.5,-5.0 ,437 ,,98.04,,175,,,"Zhou et al., 2002",Tree rings,,,,
735,Boreal,Boreal coniferous forest,Asia,Xu (1988),Larix,52.5,124.5,-3.0 ,500 ,22.0 ,27.285,,100,0.81 ,,"Zhou et al., 2002",Tree rings,,,,
736,Temperate,Temperate mountain system,Asia,"Honghuaerji, Neimenggu, China",Pinus sylvestris var. mongolica,48.26 ,120.04 ,-2.0 ,459 ,46.0 ,,,81 ,,,"Zhu et al., 2005",Historical record,,,,
737,Temperate,Temperate mountain system,Asia,"Honghuaerji, Neimenggu, China",Pinus sylvestris var. mongolica,48.26 ,120.04 ,-2.0 ,459 ,55.3 ,,,86 ,,,"Zhu et al., 2005",Historical record,,,,
738,Subtropical,Subtropical humid forest,Asia,"Huitong, Hunan, China",Castanopsis fargesii,26.80 ,109.5,16.5 ,1300 ,168.0 ,202,,,0.83 ,,CERN,,,,,
739,Tropical,Tropical mountain system,Asia,"Xishuangbanna, Yunnan, China","Castanopsis ferox, Choerospondias axillaris, Elaeocarpus varunua, Pometia tomentosa, Chukrasia tabularia, ",21.95,101.025,21.0 ,1532 ,138.0 ,172,,,0.80 ,,CERN,,,,,
740,Temperate,Temperate continental forest,Asia,"Changbai, Jinlin, China","Pinus koraiensis, Tilia amurensis, Acer mono, Fraxinus mandshurica",42.40 ,128.10 ,3.6 ,695 ,103.3,132.7,,,0.78 ,,CERN,,,,,
741,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada","Picea mariana, Pinus contorta",54.17,-116.77,2.6 ,579 ,138.22,,,149,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
742,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada",Pinus banksiana,55.33,-111.84,0.2 ,475 ,127.11,,,99,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
743,Temperate,Temperate mountain system,North America ,"Alberta, Canada",Pinus contorta,49.38,-114.39,2.5 ,669 ,88.55,,,123,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
744,Temperate,Temperate mountain system,North America ,"Alberta, Canada",Pinus contorta,49.34,-114.15,1.5 ,648 ,182.92,,,105,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
745,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Pinus contorta, Picea engelmanni, Abies lasiocarpa",50.18,-114.47,0.0 ,631 ,152.72,,,136,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
746,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Pinus contorta, Picea engelmanni, Abies lasiocarpa",50.27,-114.59,0.8 ,626 ,141.29,,,117,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
747,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Pinus flexilis, Pinus strobus",50.26,-114.6,0.2 ,635 ,128.03,,,138,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
748,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Pinus flexilis, Abies lasiocarpa, Picea engelmanni",50.25,-114.6,0.2 ,636 ,120.86,,,136,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
749,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Pinus contorta, Picea engelmanni, Abies lasiocarpa",50.22,-114.59,-0.1 ,646 ,213.74,,,168,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
750,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Pinus contorta, Abies lasiocarpa, Picea engelmanni",50.25,-114.59,0.2 ,638 ,120.54,,,130,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
751,Temperate,Temperate mountain system,North America ,"Alberta, Canada",Pinus contorta,50.29,-114.57,0.8 ,622 ,119.02,,,152,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
752,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada",Pinus contorta,51.45,-115.05,0.4 ,555 ,154.1,,,119,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
753,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada","Pinus contorta, Picea glauca, Picea mariana",52.4,-115.67,0.8 ,569 ,95.87,,,125,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
754,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada","Picea glauca, Populus tremuloides, Abies balsamifera, Pinus contorta, Populus balsamifera",54.51,-117.62,2.2 ,597 ,210.25,,,163,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
755,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada","Pinus contorta, Populus tremuloides, Picea glauca, Populus balsamifera",56.79,-118.59,-0.6 ,456 ,182.22,,,164,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
756,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada","Populus tremuloides, Picea glauca",56.55,-119.31,-0.1 ,439 ,131.41,,,123,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
757,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada","Picea glauca, Abies balsamifera, Pinus contorta, Betula papyrifera, Populus tremuloides",57.13,-118.33,-0.9 ,450 ,171.75,,,197,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
758,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada","Picea mariana, Pinus contorta",55.51,-114.25,-0.9 ,524 ,125.4,,,190,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
759,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Abies lasiocarpa, Picea engelmanni, Pinus contorta",50.14,-114.51,-0.7 ,652 ,175.39,,,194,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
760,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Picea engelmanni, Abies lasiocarpa, Pinus contorta",50.15,-114.5,-0.5 ,646 ,168.83,,,221,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
761,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Pinus contorta, Picea engelmanni, Abies lasiocarpa",50.16,-114.51,-1.2 ,651 ,168.66,,,226,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
762,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Pinus contorta, Abies lasiocarpa, Picea engelmanni",50.16,-114.5,-1.0 ,649 ,159.11,,,225,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
763,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Pinus contorta, Picea engelmanni, Abies lasiocarpa ",50.2,-114.55,-0.6 ,649 ,163.25,,,230,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
764,Temperate,Temperate mountain system,North America ,"Alberta, Canada","Abies lasiocarpa, Picea engelmanni, Pinus contorta",50.19,-114.55,-0.9 ,652 ,201.87,,,172,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
765,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada","Populus tremuloides, Picea glauca, Populus balsamifera, Pinus contorta",53.03,-115.25,1.8 ,543 ,224.99,,,158,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
